timestamp,T1_suction,P1_suction,T2_discharge,P2_discharge,T_ambient,leak_status
09-10-2025 20:45,8.63,4.83,69.29,17.13,25.52,0
09-10-2025 20:50,8.42,4.87,71.8,17,26.01,0
09-10-2025 20:55,9.14,4.81,70.1,17.38,26.62,0
09-10-2025 21:00,8.57,4.89,71.18,16.97,26.35,0
09-10-2025 21:05,8.9,4.86,70.46,16.8,25.74,0
09-10-2025 21:10,9.41,5.03,71.45,17.49,26.71,0
09-10-2025 21:15,9.42,4.83,71.92,17.58,27.47,0
09-10-2025 21:20,9.15,4.96,69.83,17.51,26.37,0
09-10-2025 21:25,9.91,4.95,71.83,17.6,26.89,0
09-10-2025 21:30,9.15,4.87,71.82,17.63,27.45,0
09-10-2025 21:35,9.78,4.85,72.13,17.33,26.83,0
09-10-2025 21:40,9.39,4.88,70.4,17.24,26.7,0
09-10-2025 21:45,9.91,4.81,71.35,17.4,27.9,0
09-10-2025 21:50,9.58,4.84,71.68,17.65,27.96,0
09-10-2025 21:55,9.21,4.7,71.68,17.83,27.54,0
09-10-2025 22:00,9.15,4.95,72.2,17.53,27.37,0
09-10-2025 22:05,9.49,4.79,72.6,17.88,28.16,0
09-10-2025 22:10,9.68,4.78,72.07,17.78,28.33,0
09-10-2025 22:15,9.69,4.81,72.17,17.68,27.43,0
09-10-2025 22:20,9.61,4.89,72.6,17.72,27.9,0
09-10-2025 22:25,9.96,4.88,74.15,18.27,29.16,0
09-10-2025 22:30,9.87,4.78,72.85,17.68,28.27,0
09-10-2025 22:35,9.47,4.98,70.82,17.52,28.22,0
09-10-2025 22:40,10.03,4.82,72.95,17.93,28.59,0
09-10-2025 22:45,10.25,4.91,74.63,17.82,28.72,0
09-10-2025 22:50,10.55,4.85,73.55,17.95,29.13,0
09-10-2025 22:55,9.57,4.7,73.69,17.86,28.73,0
09-10-2025 23:00,9.79,4.89,73.7,17.86,28.62,0
09-10-2025 23:05,9.81,4.98,73.64,18.15,29.48,0
09-10-2025 23:10,9.99,5.01,75.01,17.95,28.94,0
09-10-2025 23:15,9.94,4.87,75.15,17.88,29.35,0
09-10-2025 23:20,9.89,4.97,74.15,18.17,29.88,0
09-10-2025 23:25,10,4.82,73.54,18.02,29.79,0
09-10-2025 23:30,10.58,4.84,74.75,18.53,30,0
09-10-2025 23:35,10.18,5.02,73.67,18.53,30.27,0
09-10-2025 23:40,10.31,4.83,76.02,18.46,29.95,0
09-10-2025 23:45,10.25,4.82,74.49,18.48,30.29,0
09-10-2025 23:50,10.44,4.99,74.48,18.2,29.76,0
09-10-2025 23:55,10.47,4.73,74.32,18.56,30.42,0
10-10-2025 00:00,10.15,4.83,73.95,18.43,29.96,0
10-10-2025 00:05,11,4.8,75.18,18.32,30.62,0
10-10-2025 00:10,10.93,4.91,75.49,18.63,30.94,0
10-10-2025 00:15,10.86,4.94,75.13,18.47,30.7,0
10-10-2025 00:20,10.56,4.88,75.11,18.16,30.13,0
10-10-2025 00:25,10.86,5.04,75.63,18.5,31.17,0
10-10-2025 00:30,11.33,4.96,77.22,18.94,32.07,0
10-10-2025 00:35,10.82,4.76,75.78,19.08,31.83,0
10-10-2025 00:40,10.98,4.88,76.97,18.89,31.89,0
10-10-2025 00:45,10.99,4.98,74.62,18.73,31.19,0
10-10-2025 00:50,10.89,4.95,78.9,18.87,32.1,0
10-10-2025 00:55,11.35,4.9,78,18.6,31.68,0
10-10-2025 01:00,10.54,4.94,76.66,18.87,32.24,0
10-10-2025 01:05,11.2,5.02,77.05,18.82,32.13,0
10-10-2025 01:10,11.31,5.01,77.34,19,32.38,0
10-10-2025 01:15,11.48,4.83,77.55,19.33,33.33,0
10-10-2025 01:20,11.29,4.99,76.85,19.18,32.91,0
10-10-2025 01:25,11.83,4.97,79.65,19.35,33.67,0
10-10-2025 01:30,11.75,5.04,78.51,18.72,32.96,0
10-10-2025 01:35,11.36,5.01,76.92,18.9,32.21,0
10-10-2025 01:40,11.77,4.93,79.18,19.47,33.55,0
10-10-2025 01:45,12.08,4.94,78.34,19.32,34.24,0
10-10-2025 01:50,12.25,4.98,78.61,19.15,33.44,0
10-10-2025 01:55,11.9,4.81,78.32,19.23,33.25,0
10-10-2025 02:00,12.03,4.9,78.71,19.08,33.99,0
10-10-2025 02:05,12.32,5.11,80.76,19.65,34.95,0
10-10-2025 02:10,12.32,4.87,78.28,19.22,33.88,0
10-10-2025 02:15,12.35,4.86,79.08,19.33,33.66,0
10-10-2025 02:20,12.07,4.98,78.21,19.5,34.43,0
10-10-2025 02:25,12.1,4.82,78.32,19.43,34.72,0
10-10-2025 02:30,12.52,4.89,78.94,19.17,34.92,0
10-10-2025 02:35,12.36,4.89,80.31,19.76,34.77,0
10-10-2025 02:40,13.08,4.75,81.64,20,35.7,0
10-10-2025 02:45,13.12,4.94,80.95,19.54,35.36,0
10-10-2025 02:50,13.23,4.94,80.39,19.65,35.48,0
10-10-2025 02:55,12.94,4.82,81.2,19.67,35.39,0
10-10-2025 03:00,12.91,4.95,82.04,19.82,35.66,0
10-10-2025 03:05,13.05,4.96,82,19.79,35.6,0
10-10-2025 03:10,12.71,4.92,78.76,19.45,35.03,0
10-10-2025 03:15,13.1,4.87,80.33,20.22,36.13,0
10-10-2025 03:20,13.58,4.93,82.11,19.68,35.95,0
10-10-2025 03:25,12.94,4.93,80.73,20.04,36.38,0
10-10-2025 03:30,13.66,5.1,81.5,19.64,35.68,0
10-10-2025 03:35,13.68,4.84,82.01,19.57,36.01,0
10-10-2025 03:40,13.26,4.73,81.64,19.81,36.18,0
10-10-2025 03:45,13.35,4.85,80.68,20.29,37.24,0
10-10-2025 03:50,13.53,4.76,82.3,19.87,36.56,0
10-10-2025 03:55,13.66,4.92,83.46,19.87,36.9,0
10-10-2025 04:00,13.64,4.73,80.88,19.84,36.16,0
10-10-2025 04:05,13.92,4.91,82.93,20,37.19,0
10-10-2025 04:10,13.36,4.77,82.13,20.03,36.72,0
10-10-2025 04:15,14.08,4.91,82.64,19.98,37.06,0
10-10-2025 04:20,13.87,4.83,81.11,19.93,36.94,0
10-10-2025 04:25,13.41,4.96,82.16,20.01,36.92,0
10-10-2025 04:30,13.92,4.97,82.85,19.95,36.7,0
10-10-2025 04:35,14.07,4.86,82.88,19.99,37.23,0
10-10-2025 04:40,13.71,4.7,82.19,19.89,37.25,0
10-10-2025 04:45,13.95,4.9,82.72,19.96,37.46,0
10-10-2025 04:50,14.12,4.74,82.86,19.76,37.02,0
10-10-2025 04:55,14.43,4.68,83.25,19.36,36.9,0
10-10-2025 05:00,14.93,4.83,83.03,20.09,37.86,0
10-10-2025 05:05,14.96,4.79,83.52,20.27,38.07,0
10-10-2025 05:10,14.88,4.63,83.74,20.18,38.44,0
10-10-2025 05:15,14.6,4.93,82.58,19.7,37.07,0
10-10-2025 05:20,14.83,4.81,84.72,20.13,38.5,0
10-10-2025 05:25,14.81,4.67,83.52,19.97,37.61,0
10-10-2025 05:30,14.54,4.78,83.83,19.94,37.68,0
10-10-2025 05:35,14.76,4.7,84.66,19.94,38.27,0
10-10-2025 05:40,15.6,4.72,83.95,19.95,38.14,0
10-10-2025 05:45,14.76,4.61,83.63,19.76,37.31,0
10-10-2025 05:50,15.62,4.56,85.33,19.57,37.99,0
10-10-2025 05:55,15.55,4.67,84.48,19.84,38.09,0
10-10-2025 06:00,15.24,4.59,83.15,19.88,38.07,0
10-10-2025 06:05,16.16,4.66,85.65,20.33,39.31,0
10-10-2025 06:10,15.39,4.78,84.94,19.82,38.41,0
10-10-2025 06:15,15.55,4.66,83.78,19.54,37.93,0
10-10-2025 06:20,15.32,4.53,83.3,19.51,36.69,0
10-10-2025 06:25,15.73,4.52,85.34,20.02,37.79,0
10-10-2025 06:30,15.31,4.57,82.79,19.49,37.29,0
10-10-2025 06:35,15.5,4.58,83.07,19.46,37.48,0
10-10-2025 06:40,15.82,4.51,85.95,19.63,38.3,0
10-10-2025 06:45,15.65,4.43,83.46,19.38,37.03,0
10-10-2025 06:50,16.22,4.59,86.23,19.78,38.55,0
10-10-2025 06:55,15.9,4.64,84.06,19.91,38.05,0
10-10-2025 07:00,15.83,4.57,83.12,19.66,38.55,0
10-10-2025 07:05,15.87,4.45,84.52,19.64,38.12,0
10-10-2025 07:10,16.16,4.45,83.44,19.3,37.75,0
10-10-2025 07:15,16.45,4.37,84.44,19.33,37.52,0
10-10-2025 07:20,16.56,4.49,83.44,19.35,37.73,0
10-10-2025 07:25,16.07,4.53,83.74,19.85,38.61,0
10-10-2025 07:30,16.42,4.48,84.18,19.16,37.32,0
10-10-2025 07:35,16.25,4.45,82.93,19.25,37.3,0
10-10-2025 07:40,16.52,4.33,84.86,19.48,38.23,0
10-10-2025 07:45,16.54,4.41,85.01,19.4,37.95,0
10-10-2025 07:50,16.31,4.5,84.36,19.2,37.8,0
10-10-2025 07:55,15.95,4.41,83.65,19.24,38.2,0
10-10-2025 08:00,16.22,4.35,83.56,18.98,37.26,0
10-10-2025 08:05,16.83,4.26,83.61,19.3,37.75,0
10-10-2025 08:10,16.77,4.37,85.36,18.93,37.54,0
10-10-2025 08:15,16.84,4.44,84,19.12,37.17,0
10-10-2025 08:20,16.51,4.18,82.68,18.91,36.27,0
10-10-2025 08:25,16.48,4.27,84.18,19.09,37.23,0
10-10-2025 08:30,16.59,4.39,84.61,19.16,37.48,0
10-10-2025 08:35,16.93,4.22,82.73,18.98,37.5,0
10-10-2025 08:40,16.87,4.28,83.77,18.91,37.01,0
10-10-2025 08:45,16.89,4.25,83.59,18.7,37.5,0
10-10-2025 08:50,16.92,4.24,83.36,18.46,36.93,0
10-10-2025 08:55,16.97,4.29,82.8,18.8,36.93,0
10-10-2025 09:00,17.15,4.29,83.84,19.11,37.59,0
10-10-2025 09:05,16.97,4.12,82.96,18.36,35.82,0
10-10-2025 09:10,17.08,4.21,83.4,18.91,36.61,0
10-10-2025 09:15,17.05,4.09,83.25,18.63,36.87,0
10-10-2025 09:20,16.67,4.1,81.01,18.23,35.16,0
10-10-2025 09:25,17.06,4.08,80.5,18.09,35.25,0
10-10-2025 09:30,17.44,4.19,83.03,18.6,36.64,0
10-10-2025 09:35,16.83,4.09,79.87,17.96,35.02,0
10-10-2025 09:40,16.99,4,82.78,18.61,36.45,0
10-10-2025 09:45,16.87,4.05,82.55,18.33,35.65,0
10-10-2025 09:50,17.56,4.03,83.57,18.32,35.59,0
10-10-2025 09:55,17.39,4.19,84.19,18.14,36.18,0
10-10-2025 10:00,18.07,4.06,82.48,18.46,36.21,0
10-10-2025 10:05,17.03,3.95,81.91,17.94,35.03,0
10-10-2025 10:10,16.99,3.98,80.45,18.01,34.84,0
10-10-2025 10:15,17.3,3.93,81.72,17.91,34.99,0
10-10-2025 10:20,17.61,4,81.41,17.83,35.15,0
10-10-2025 10:25,17.61,4.05,81.19,17.79,35.52,0
10-10-2025 10:30,17.78,3.9,81.59,18.04,35.25,0
10-10-2025 10:35,17.3,3.9,78.2,17.45,33.9,0
10-10-2025 10:40,17.23,3.99,79.74,17.58,33.59,0
10-10-2025 10:45,17.77,4.02,80.45,17.56,34.53,0
10-10-2025 10:50,17.97,3.86,79.65,17.51,34.11,0
10-10-2025 10:55,17.95,3.88,81.1,17.26,34.34,0
10-10-2025 11:00,17.62,3.88,79.62,17.5,34.31,0
10-10-2025 11:05,17.12,3.88,80.38,17.61,34.01,0
10-10-2025 11:10,17.46,3.69,80.61,17.2,34.14,0
10-10-2025 11:15,17.54,3.78,79.6,16.96,33.08,0
10-10-2025 11:20,17.35,3.76,79.63,17.27,33.66,0
10-10-2025 11:25,17.53,3.6,79.75,17.4,33.55,0
10-10-2025 11:30,17.72,3.79,79.43,16.89,32.64,0
10-10-2025 11:35,17.36,3.82,77.64,16.78,32.04,0
10-10-2025 11:40,17.66,3.78,79.12,17.02,32.87,0
10-10-2025 11:45,17,3.59,78.18,16.61,31.99,0
10-10-2025 11:50,17.55,3.63,78.8,16.88,32.89,0
10-10-2025 11:55,17.61,3.65,79.68,16.91,32.3,0
10-10-2025 12:00,17.31,3.51,77.28,16.58,31.75,0
10-10-2025 12:05,17.61,3.6,79.13,16.98,32.34,0
10-10-2025 12:10,17.3,3.66,78.88,16.78,31.88,0
10-10-2025 12:15,17.57,3.69,77.66,16.67,31.65,0
10-10-2025 12:20,17.69,3.69,78.15,16.64,31.73,0
10-10-2025 12:25,17.33,3.44,77.38,16.4,30.67,0
10-10-2025 12:30,17.6,3.65,79.92,16.75,32.39,0
10-10-2025 12:35,17.65,3.61,78.5,16.75,32.01,0
10-10-2025 12:40,17.05,3.59,77.65,16.08,30.29,0
10-10-2025 12:45,17.11,3.61,77.54,16.56,30.82,0
10-10-2025 12:50,16.84,3.51,78.02,16.33,30.9,0
10-10-2025 12:55,17.79,3.52,77.25,16.26,31.46,0
10-10-2025 13:00,17.5,3.6,78.5,16.29,31.19,0
10-10-2025 13:05,17.97,3.5,77.27,16.12,30.71,0
10-10-2025 13:10,17.82,3.48,78,16.41,31.3,0
10-10-2025 13:15,17.91,3.43,78.56,15.84,30.61,0
10-10-2025 13:20,17.16,3.41,75.55,15.91,29.54,0
10-10-2025 13:25,16.75,3.51,75.17,15.78,29.33,0
10-10-2025 13:30,18,3.38,75.87,15.98,29.83,0
10-10-2025 13:35,17.03,3.5,77.23,16.28,29.75,0
10-10-2025 13:40,18,3.52,77.77,15.85,29.78,0
10-10-2025 13:45,18.02,3.57,75.14,15.55,29.99,0
10-10-2025 13:50,17.39,3.41,74.99,15.77,29.01,0
10-10-2025 13:55,17.25,3.41,75.98,15.79,29.56,0
10-10-2025 14:00,17.08,3.56,75.5,15.73,29.4,0
10-10-2025 14:05,17.08,3.46,74.92,15.41,28.48,0
10-10-2025 14:10,17.34,3.47,76.55,15.78,29.65,0
10-10-2025 14:15,16.75,3.36,74.94,15.62,28.9,0
10-10-2025 14:20,17.56,3.38,72.99,15.54,27.77,0
10-10-2025 14:25,17.14,3.18,74.45,15.49,28.22,0
10-10-2025 14:30,16.59,3.19,74.96,15.43,27.62,0
10-10-2025 14:35,16.86,3.42,74.06,15.47,28.09,0
10-10-2025 14:40,16.8,3.42,73.25,15.21,27.51,0
10-10-2025 14:45,16.91,3.41,73.32,15.03,27.08,0
10-10-2025 14:50,16.57,3.26,73.59,15.04,27.32,0
10-10-2025 14:55,17.16,3.3,73.63,15.09,27.3,0
10-10-2025 15:00,17.3,3.27,74.53,15.4,28.09,0
10-10-2025 15:05,17.13,3.46,72.76,14.77,27.02,0
10-10-2025 15:10,16.91,3.23,71.51,15.05,26.23,0
10-10-2025 15:15,17,3.12,75.34,15.14,26.92,0
10-10-2025 15:20,16.55,3.33,72.45,14.78,26.18,0
10-10-2025 15:25,17.26,3.32,73.58,14.79,26.64,0
10-10-2025 15:30,16.97,3.18,72.97,15.17,27.51,0
10-10-2025 15:35,17.23,3.49,72.46,15.09,26.51,0
10-10-2025 15:40,17.17,3.21,71.7,15.1,26.76,0
10-10-2025 15:45,16.85,3.18,73.2,14.8,26.88,0
10-10-2025 15:50,16.92,3.28,73.26,15.11,27.12,0
10-10-2025 15:55,16.52,3.12,72.75,15,26.43,0
10-10-2025 16:00,17.91,3.18,72.48,14.96,26.92,0
10-10-2025 16:05,17.19,3.15,72.33,14.84,25.82,0
10-10-2025 16:10,16.73,3.22,71.55,14.72,25.65,0
10-10-2025 16:15,16.72,3.17,73.34,14.77,26.59,0
10-10-2025 16:20,17.32,3.22,71.32,14.72,26.09,0
10-10-2025 16:25,17.36,3.37,72.98,14.63,26.53,0
10-10-2025 16:30,17.13,3.14,71.77,14.79,26.34,0
10-10-2025 16:35,16.86,3.3,72.42,14.91,26.88,0
10-10-2025 16:40,16.63,3.28,70.28,14.2,25.02,0
10-10-2025 16:45,16.85,3.16,71.04,14.67,25.26,0
10-10-2025 16:50,17.31,3.17,72.44,14.44,25.56,0
10-10-2025 16:55,16.93,3.22,72.25,14.89,26.01,0
10-10-2025 17:00,17,3.17,70.71,14.61,25.31,0
10-10-2025 17:05,17.16,3.13,70.8,14.82,26,0
10-10-2025 17:10,17.13,3.16,70.64,14.46,25.43,0
10-10-2025 17:15,16.83,3.17,71.66,14.29,24.6,0
10-10-2025 17:20,16.72,3.15,71.67,14.27,25.25,0
10-10-2025 17:25,16.46,3.24,72.39,14.52,25.72,0
10-10-2025 17:30,17.12,2.93,73.21,14.64,26.07,0
10-10-2025 17:35,16.8,3.15,68.88,14.18,24.45,0
10-10-2025 17:40,17.26,3.06,71.45,14.79,25.78,0
10-10-2025 17:45,17.06,3.15,71.33,14.54,25.54,0
10-10-2025 17:50,17.09,3.22,71.71,14.82,26.17,0
10-10-2025 17:55,16.78,3.2,70.11,14.75,24.96,0
10-10-2025 18:00,16.88,3.08,71.31,14.42,25.22,0
10-10-2025 18:05,17.11,3.21,69.28,14.41,25.08,0
10-10-2025 18:10,16.97,3.12,69.38,14.52,25.66,0
10-10-2025 18:15,17.2,3.09,71.47,14.37,25.2,0
10-10-2025 18:20,16.88,3.01,71.15,14.36,24.22,0
10-10-2025 18:25,16.58,3.01,70.4,14.28,24.29,0
10-10-2025 18:30,16.94,3.03,70.89,14.4,24.71,0
10-10-2025 18:35,16.76,3.1,71.22,14.41,25.47,0
10-10-2025 18:40,17.24,3.14,70.53,14.21,25.01,0
10-10-2025 18:45,16.59,3.13,70.97,14.05,24.5,0
10-10-2025 18:50,17.04,3.12,70.58,14.08,24.63,0
10-10-2025 18:55,16.31,3.01,68.86,14.17,24.87,0
10-10-2025 19:00,16.85,3.13,70.58,13.95,24.3,0
10-10-2025 19:05,17.33,3.17,69.67,14.24,24.88,0
10-10-2025 19:10,16.73,3.15,70.87,14.27,24.47,0
10-10-2025 19:15,17.81,3.2,71.68,14.39,25.11,0
10-10-2025 19:20,16.42,3,71.19,14.3,24.3,0
10-10-2025 19:25,16.89,3.19,70.18,14.4,25.08,0
10-10-2025 19:30,16.97,3,71.35,14.28,24.92,0
10-10-2025 19:35,17.14,3.13,70.53,14.34,25.15,0
10-10-2025 19:40,17.5,3.09,72.85,15,25.72,0
10-10-2025 19:45,17.14,3.03,72.3,14.55,25.9,0
10-10-2025 19:50,17.2,3.1,72.79,14.67,25.98,0
10-10-2025 19:55,16.94,3.04,71.56,14.64,26.24,0
10-10-2025 20:00,17.41,3.05,70.69,14.38,25.31,0
10-10-2025 20:05,17.15,3.06,71.97,14.42,25.5,0
10-10-2025 20:10,17.43,3.15,72.36,14.57,25.14,0
10-10-2025 20:15,17.29,3.13,72.29,14.42,26.12,0
10-10-2025 20:20,17.01,3.08,71.58,14.5,25.64,0
10-10-2025 20:25,17.67,3.11,73.23,14.68,26.32,0
10-10-2025 20:30,17.63,3.05,71.63,14.69,25.67,0
10-10-2025 20:35,17.72,3,72.16,14.49,25.81,0
10-10-2025 20:40,17.72,3.2,73.38,14.68,26.33,0
10-10-2025 20:45,17.41,3.06,72.53,14.75,26.05,0
10-10-2025 20:50,16.99,3.13,72.23,14.43,25.07,0
10-10-2025 20:55,17.57,3.17,72.15,14.7,26.22,0
10-10-2025 21:00,17.47,3.24,73.11,14.76,26.56,0
10-10-2025 21:05,17.61,3,72.23,14.5,26.35,0
10-10-2025 21:10,18.03,3.07,73.68,14.93,27.12,0
10-10-2025 21:15,16.94,3.01,73.53,14.65,26.21,0
10-10-2025 21:20,17.16,3.05,71.8,14.45,25.63,0
10-10-2025 21:25,17.78,3.11,72.82,14.78,27.02,0
10-10-2025 21:30,18.02,3.13,71.85,15.06,27.25,0
10-10-2025 21:35,17.42,3.12,73.73,14.88,26.46,0
10-10-2025 21:40,17.94,3.31,73.47,14.9,27.13,0
10-10-2025 21:45,18.38,3.31,73.06,14.67,26.86,0
10-10-2025 21:50,17.28,3.21,73.6,14.87,27.15,0
10-10-2025 21:55,18.11,3.28,73.24,14.99,27.32,0
10-10-2025 22:00,17.9,3.14,73.52,14.81,27.12,0
10-10-2025 22:05,17.76,3.03,73.01,14.8,27.24,0
10-10-2025 22:10,17.8,3.15,74.2,15.06,28.17,0
10-10-2025 22:15,17.58,3.17,72.42,14.92,26.97,0
10-10-2025 22:20,18.47,3.27,74.51,14.96,28.41,0
10-10-2025 22:25,17.96,3.18,74.79,15.24,28.46,0
10-10-2025 22:30,18.37,3.18,76.29,15.01,28.59,0
10-10-2025 22:35,18.24,3.12,75.31,15.11,28.34,0
10-10-2025 22:40,18.39,3.09,75.11,15.18,28.6,0
10-10-2025 22:45,18.34,3.21,76.59,14.84,28.99,0
10-10-2025 22:50,18.67,3.17,74.8,15.27,28.76,0
10-10-2025 22:55,18.04,3.09,75.62,15.13,28.97,0
10-10-2025 23:00,18.49,3.32,73.84,15.54,29.59,0
10-10-2025 23:05,18.74,3.08,74.5,15.59,29.31,0
10-10-2025 23:10,18.23,3.19,75.23,15.24,28.7,0
10-10-2025 23:15,18.6,3.16,76.28,15.21,29.01,0
10-10-2025 23:20,18.92,3.21,76.79,15.3,29.53,0
10-10-2025 23:25,18.45,3.13,75.88,15.43,29.1,0
10-10-2025 23:30,18.38,3.27,75.7,15.44,29.21,0
10-10-2025 23:35,19.16,3.12,76.82,15.43,29.67,0
10-10-2025 23:40,18.73,3.25,76.37,15.43,30,0
10-10-2025 23:45,19.12,3.2,76.49,15.57,30.18,0
10-10-2025 23:50,19.22,3.11,76.82,15.59,30.26,0
10-10-2025 23:55,19.57,3.42,78.08,15.95,31.14,0
11-10-2025 00:00,18.78,3.01,76.11,15.86,30.16,0
11-10-2025 00:05,19.19,3.08,77.76,15.76,30.55,0
11-10-2025 00:10,19.13,3.3,77.51,16.06,31.61,0
11-10-2025 00:15,19.03,3.28,78.21,15.64,31.22,0
11-10-2025 00:20,19.32,3.01,76.44,15.65,30.65,0
11-10-2025 00:25,19.1,3.31,78.86,15.39,31.42,0
11-10-2025 00:30,18.9,3.26,77.54,16.03,31.63,0
11-10-2025 00:35,18.31,3.13,76.16,15.47,30.37,0
11-10-2025 00:40,19.75,3.16,79.5,16.19,32.13,0
11-10-2025 00:45,19.55,3.46,80.83,16.27,32.53,0
11-10-2025 00:50,19.83,3.34,81.06,16.04,32.77,0
11-10-2025 00:55,19.88,3.13,78.94,16.14,32.24,0
11-10-2025 01:00,19.1,3.23,78.48,16.07,32.06,0
11-10-2025 01:05,19.87,3.2,79.87,16.23,32.7,0
11-10-2025 01:10,19.89,3.31,80.89,16.06,32.52,0
11-10-2025 01:15,19.56,3.28,80.55,16.28,33.08,0
11-10-2025 01:20,19.99,3.49,80.86,16.19,33.08,0
11-10-2025 01:25,19.48,3.35,80.59,16.28,33.25,0
11-10-2025 01:30,19.93,3.42,80.83,16.34,33.26,0
11-10-2025 01:35,20.01,3.11,81.45,16.4,33.93,0
11-10-2025 01:40,20.27,3.31,79.27,16.4,33.08,0
11-10-2025 01:45,19.86,3.4,81.66,16.47,34.24,0
11-10-2025 01:50,19.9,3.42,80.99,16.54,34.14,0
11-10-2025 01:55,20.27,3.32,80.91,16.82,34.02,0
11-10-2025 02:00,20.26,3.29,79.38,16.51,33.58,0
11-10-2025 02:05,19.91,3.29,82.05,16.49,33.48,0
11-10-2025 02:10,20.46,3.29,81.59,16.53,34.37,0
11-10-2025 02:15,20.33,3.33,82.75,16.79,35.58,0
11-10-2025 02:20,19.96,3.35,80.31,16.45,33.84,0
11-10-2025 02:25,20.46,3.47,81.19,16.8,34.62,0
11-10-2025 02:30,20.73,3.47,82.41,16.85,35.65,0
11-10-2025 02:35,20.19,3.43,82.56,16.72,35.31,0
11-10-2025 02:40,20.53,3.3,82.86,16.8,35.22,0
11-10-2025 02:45,20.55,3.43,82.25,16.66,35.22,0
11-10-2025 02:50,20.37,3.48,83.54,16.78,35.38,0
11-10-2025 02:55,20.62,3.31,82.67,16.57,35.2,0
11-10-2025 03:00,19.66,3.3,83.05,16.94,35.34,0
11-10-2025 03:05,20.08,3.43,82.55,16.65,35.33,0
11-10-2025 03:10,20.79,3.36,81.79,17.06,35.38,0
11-10-2025 03:15,20.36,3.47,83.87,16.92,35.72,0
11-10-2025 03:20,20.35,3.5,83.08,16.87,35.53,0
11-10-2025 03:25,20.81,3.45,82.85,16.8,35.35,0
11-10-2025 03:30,20.75,3.39,83.09,17.21,36.64,0
11-10-2025 03:35,20.89,3.34,84.74,16.96,36.14,0
11-10-2025 03:40,20.58,3.27,82.2,16.84,35.68,0
11-10-2025 03:45,20.42,3.19,82.99,16.7,35.69,0
11-10-2025 03:50,20.98,3.41,84.02,17.33,37.06,0
11-10-2025 03:55,21.14,3.48,82.4,17.08,36.08,0
11-10-2025 04:00,20.67,3.45,84.35,16.8,36.05,0
11-10-2025 04:05,21.55,3.53,85.65,17.39,37.69,0
11-10-2025 04:10,21.02,3.31,85.11,17.29,36.65,0
11-10-2025 04:15,20.67,3.53,84.83,17.1,36.73,0
11-10-2025 04:20,21.08,3.4,85.48,17.16,36.62,0
11-10-2025 04:25,21.06,3.49,85.31,17.27,36.79,0
11-10-2025 04:30,21.26,3.58,84.1,17.36,37.45,1
11-10-2025 04:35,21.47,3.51,82.22,17.28,37.32,1
11-10-2025 04:40,21.03,3.28,83.95,17.42,37.16,1
11-10-2025 04:45,20.73,3.55,85.97,17.36,36.99,1
11-10-2025 04:50,22.27,3.6,86.21,17.78,38.21,1
11-10-2025 04:55,21.67,3.49,84.94,17.17,36.86,1
11-10-2025 05:00,21.61,3.75,85.76,17.29,38.04,1
11-10-2025 05:05,21.58,3.49,83.4,17.45,37.34,1
11-10-2025 05:10,21.68,3.47,85.43,17.2,37.36,1
11-10-2025 05:15,20.85,3.28,86.56,17.65,38.1,1
11-10-2025 05:20,21.31,3.38,85.25,17.09,37.29,1
11-10-2025 05:25,21.06,3.4,85.12,17.73,37.78,1
11-10-2025 05:30,20.54,3.43,82.66,17.49,36.7,1
11-10-2025 05:35,21.39,3.26,86.28,17.49,38.23,1
11-10-2025 05:40,21.54,3.53,86.33,17.37,38.09,1
11-10-2025 05:45,22.26,3.49,85.6,17.74,38.42,1
11-10-2025 05:50,20.91,3.35,82.17,17.37,36.75,1
11-10-2025 05:55,20.99,3.49,83.03,17.76,37.57,1
11-10-2025 06:00,22.11,3.41,87.38,17.7,38.27,1
11-10-2025 06:05,20.82,3.43,83.67,17.42,37.56,1
11-10-2025 06:10,21.56,3.48,85.38,17.42,37.67,1
11-10-2025 06:15,20.7,3.64,84.1,17.37,37.58,1
11-10-2025 06:20,20.87,3.35,83.22,16.79,37.19,1
11-10-2025 06:25,21.41,3.34,85.11,17.47,37.19,1
11-10-2025 06:30,21.37,3.51,84.09,17.53,37.69,1
11-10-2025 06:35,20.49,3.62,84.36,17.07,37.32,1
11-10-2025 06:40,21.06,3.33,85.13,17.24,37.4,1
11-10-2025 06:45,21.8,3.53,86.52,17.44,38.77,1
11-10-2025 06:50,21.31,3.48,86.38,17.23,37.41,1
11-10-2025 06:55,21.42,3.49,85.66,17.73,37.87,1
11-10-2025 07:00,20.96,3.54,85.48,17.18,37.22,1
11-10-2025 07:05,20.45,3.38,85.37,17.52,37.5,1
11-10-2025 07:10,21.12,3.6,85.11,17.37,38.12,1
11-10-2025 07:15,20.78,3.47,86.47,17.85,38.11,1
11-10-2025 07:20,21.75,3.37,86.41,17.55,38.12,1
11-10-2025 07:25,21.16,3.47,84.94,17.25,37.49,1
11-10-2025 07:30,21.72,3.47,83.79,17.56,37.48,1
11-10-2025 07:35,22.05,3.55,86.62,17.45,38.24,1
11-10-2025 07:40,21.32,3.4,86.88,17.52,38.43,1
11-10-2025 07:45,21.79,3.43,84.17,17.76,37.56,1
11-10-2025 07:50,21.17,3.41,84.94,17.27,37.69,1
11-10-2025 07:55,21.19,3.43,86.02,17.44,37.45,1
11-10-2025 08:00,20.86,3.4,85.02,17.34,37.7,1
